id,name,bounty,crew,fruit,status,job,emperor,bounty_human_readable,bounty_category
372,Lao G,61000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não,61 milhão(ões) de berries,Milhões
373,Señor Pink,58000000,Don Quixote's crew,Fruit of the Barbotage,living,Lieutenant of the Army of Diamante,Não,58 milhão(ões) de berries,Milhões
374,Machvise,11000000,Don Quixote's crew,Fruit of the Tonne-Tonne,living,Lieutenant of the Army of Diamante,Não,11 milhão(ões) de berries,Milhões
375,Dellinger,150000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não,150 milhão(ões) de berries,Milhões
376,Gladius,31000000,Don Quixote's crew,Fruit of the Paf-Paf,living,Pica Army Lieutenant,Não,31 milhão(ões) de berries,Milhões
377,Buffallo,0,Don Quixote's crew,Fruit of the whirlwind,living,Pica Army Lieutenant,Não,Não tem recompensa,Sem recompensa
378,Monet,0,Don Quixote's crew,Fruit du Flocon,Morto,Lieutenant,Não,Não tem recompensa,Sem recompensa
379,Rocks D. Xebec,0,The Rocks crew,Não tem,unknown,Captain,Não,Não tem recompensa,Sem recompensa
380,Im Sama,0,Buggy's Delivery,Não tem,living,Manager,Não,Não tem recompensa,Sem recompensa
381,1er Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
382,2e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
383,3e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
384,4e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
385,5e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
386,Roswald,0,Dragon Célestes,Não tem,living,,Não,Não tem recompensa,Sem recompensa
387,Charloss,0,Dragon Célestes,Não tem,living,,Não,Não tem recompensa,Sem recompensa
388,Sharlia,0,Dragon Célestes,Não tem,living,,Não,Não tem recompensa,Sem recompensa
389,Don Quijote Myosgard,0,Dragon Célestes,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
390,Jalmack,0,Dragon Célestes,Não tem,living,,Não,Não tem recompensa,Sem recompensa
391,Guernica,0,Cipher Pol,Não tem,unknown,,Não,Não tem recompensa,Sem recompensa
392,Rob Lucci,0,Cipher Pol,Fruit of the Pachyderm,living,,Não,Não tem recompensa,Sem recompensa
393,Hittori,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
394,Spandam,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
395,Funckfreed,0,Cipher Pol,Fruit of the Pachyderm,living,,Não,Não tem recompensa,Sem recompensa
396,Kaku,0,Cipher Pol,"Fruit du Bovin, Giraffe version",living,,Não,Não tem recompensa,Sem recompensa
397,Stussy,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
398,Maha,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
399,Jerry,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
400,Wanzé,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
401,Bas,0,Enies Lobby,Não tem,living,,Não,Não tem recompensa,Sem recompensa
402,And,0,Enies Lobby,Não tem,living,,Não,Não tem recompensa,Sem recompensa
403,Kerville,0,Enies Lobby,Não tem,living,,Não,Não tem recompensa,Sem recompensa
404,Hannyabal,0,Impel Down,Não tem,living,director,Não,Não tem recompensa,Sem recompensa
405,Magellan,0,Impel Down,Poison Fruit,living,vice-president,Não,Não tem recompensa,Sem recompensa
406,Domino,0,Impel Down,Não tem,living,Head guard,Não,Não tem recompensa,Sem recompensa
407,Saldeath,0,Impel Down,Não tem,living,Chief of guards,Não,Não tem recompensa,Sem recompensa
408,Sadi,0,Impel Down,Não tem,living,Chief of the demonic guard,Não,Não tem recompensa,Sem recompensa
409,Minotaure,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
410,Minokoala,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
411,Minorhinocéros,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
412,Minozèbre,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
413,Minochihuabua,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
414,Sakazuki / Akainu,0,Marine,Magma Fruit,living,Chief Admiral,Não,Não tem recompensa,Sem recompensa
415,Borsalino / Kizaru,0,Marine,Luminescent Fruit,living,Admiral,Não,Não tem recompensa,Sem recompensa
416,Issho / Fujitora,0,Marine,Fruit of Gravity,living,Admiral,Não,Não tem recompensa,Sem recompensa
417,Aramaki / Ryokugyu,0,Marine,Não tem,living,Admiral,Não,Não tem recompensa,Sem recompensa
418,Monkey D. Garp,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
419,Tsuru,0,Marine,Fruit of the Laundry,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
420,John Giant,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
421,Comir,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
422,Momonga,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
423,Onigumo,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
424,Doberman,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
425,Strawberry,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
426,Yamakaji,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
427,Dalmatien,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
428,Bastille,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
429,Smoker,0,Marine,Fruit Smoke,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
430,Maynard,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
431,Tokikake,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
432,Hina,0,Marine,Fruit du Séquestre,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
433,T. Bone,0,Marine,Não tem,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
434,Pudding,0,Marine,Não tem,Morto,Rear Admiral,Não,Não tem recompensa,Sem recompensa
435,Jenfétro,0,Marine,Não tem,living,Rear Admiral,Não,Não tem recompensa,Sem recompensa
436,Brandnew,0,Marine,Não tem,living,Rear Admiral,Não,Não tem recompensa,Sem recompensa
437,Verygood,0,Marine,Berry Fruit,living,Colonel,Não,Não tem recompensa,Sem recompensa
438,Shu,0,Marine,Rust fruit,living,Colonel,Não,Não tem recompensa,Sem recompensa
439,Sharinguru,0,Marine,Fruit of the Wheels,living,Colonel,Não,Não tem recompensa,Sem recompensa
440,Tashigi,0,Marine,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
441,Kobby,0,Marine,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
442,Nezumi,0,Marine,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
443,Don Quijote Rosinante,0,Marine,Sourdine fruit,Morto,Lieutenant-Colonel,Não,Não tem recompensa,Sem recompensa
444,Hermep,0,Marine,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
445,Fullbody,0,Marine,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
446,Jango,0,Marine,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
447,Sengoku,0,Marine,"Fruit of the Human, Buddha version",living,Observer,Não,Não tem recompensa,Sem recompensa
448,Sentomaru,0,Marine,Não tem,living,Captain of the Scientific Brigade,Não,Não tem recompensa,Sem recompensa
449,X-Drake,0,Marine,"Fruit of the Dinosaur, Allosaurus version",living,Captain of the Sword,Não,Não tem recompensa,Sem recompensa
450,Kaiser Moustache,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
451,Cancer,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
452,Mozambia,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
453,Lacroix,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
454,Ronz,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
455,Dohn Deynon,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
456,Draw,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
457,Sicily,0,Marine,Não tem,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
458,Akehende,0,Marine,Não tem,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
459,Catacombo,0,Marine,Não tem,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
460,Kadar,0,Marine,Não tem,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
461,Daigin,0,Marine,Não tem,living,Rear Admiral,Não,Não tem recompensa,Sem recompensa
462,Gorilla,0,Marine,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
463,Stelly,0,Royaume de Goa,Não tem,living,Sovereign,Não,Não tem recompensa,Sem recompensa
464,Sally Entoilette,0,Royaume de Goa,Não tem,living,Queen,Não,Não tem recompensa,Sem recompensa
465,Outlook III,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não,Não tem recompensa,Sem recompensa
466,Didit,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não,Não tem recompensa,Sem recompensa
467,Makino,0,Royaume de Goa,Não tem,living,Bar owner,Não,Não tem recompensa,Sem recompensa
468,Woop Slap,0,Royaume de Goa,Não tem,living,Mayor of the village of Fuchsia,Não,Não tem recompensa,Sem recompensa
469,Curly Dadan,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,Não tem recompensa,Sem recompensa
470,Dogra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,Não tem recompensa,Sem recompensa
471,Magra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,Não tem recompensa,Sem recompensa
472,Higuma,0,Royaume de Goa,Não tem,Morto,Resident,Não,Não tem recompensa,Sem recompensa
473,Kozaburo Shimotsuki,0,Village de Shimotsuki,Não tem,Morto,Resident,Não,Não tem recompensa,Sem recompensa
474,Koshiro,0,Village de Shimotsuki,Não tem,living,Dojo Master,Não,Não tem recompensa,Sem recompensa
475,Kuina,0,Village de Shimotsuki,Não tem,Morto,Resident,Não,Não tem recompensa,Sem recompensa
476,Boodle,0,Archipel des Argao,Não tem,living,Mayor of the village of Orange,Não,Não tem recompensa,Sem recompensa
477,Chouchou,0,Archipel des Argao,Não tem,living,Store owner,Não,Não tem recompensa,Sem recompensa
478,Gaimone,0,Île des animaux étranges,Não tem,living,Guard,Não,Não tem recompensa,Sem recompensa
479,Sarfunkel,0,Île des animaux étranges,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
480,Kaya,0,Archipel des Gecko,Não tem,living,Medical student,Não,Não tem recompensa,Sem recompensa
481,Merry,0,Archipel des Gecko,Não tem,living,Butler,Não,Não tem recompensa,Sem recompensa
482,Oignon,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não,Não tem recompensa,Sem recompensa
483,Piment,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não,Não tem recompensa,Sem recompensa
484,Carotte,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não,Não tem recompensa,Sem recompensa
485,Banchina,0,Archipel des Gecko,Não tem,Morto,Resident of vilalge de Sirop,Não,Não tem recompensa,Sem recompensa
486,Zeff,0,Baratie,Não tem,living,Owner and Chef,Não,Não tem recompensa,Sem recompensa
487,Patty,0,Baratie,Não tem,living,Pastry chef,Não,Não tem recompensa,Sem recompensa
488,Canne,0,Baratie,Não tem,living,Meat cook,Não,Não tem recompensa,Sem recompensa
489,Belmer,0,Archipel Conomi,Não tem,Morto,Tangerine grower,Não,Não tem recompensa,Sem recompensa
490,Nojiko,0,Archipel Conomi,Não tem,living,Tangerine grower,Não,Não tem recompensa,Sem recompensa
491,Genzo,0,Archipel Conomi,Não tem,living,Sheriff,Não,Não tem recompensa,Sem recompensa
492,Nako,0,Archipel Conomi,Não tem,living,Doctor,Não,Não tem recompensa,Sem recompensa
493,Chabo,0,Archipel Conomi,Não tem,living,Tangerine grower,Não,Não tem recompensa,Sem recompensa
494,Johny,0,Archipel Conomi,Não tem,living,Fisherman,Não,Não tem recompensa,Sem recompensa
495,Yosaku,0,Archipel Conomi,Não tem,living,Fisherman,Não,Não tem recompensa,Sem recompensa
496,Ipponmatsu,0,Loguetown,Não tem,living,Armurier,Não,Não tem recompensa,Sem recompensa
497,Montblanc Norland,0,Royaume de Lvneel,Não tem,Morto,Explorer,Não,Não tem recompensa,Sem recompensa
498,Don Quijote Homing,0,Dragon Célestes,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
499,Portgas D. Rouge,0,Baterilla,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
500,Wapol,0,Royaume maléfique de Black Drum,Fruit of the Glutton,living,King,Não,Não tem recompensa,Sem recompensa
501,Kinderella,0,Royaume maléfique de Black Drum,Não tem,living,Queen,Não,Não tem recompensa,Sem recompensa
502,Clover,0,Ohara,Não tem,Morto,Library Manager,Não,Não tem recompensa,Sem recompensa
503,Nico Olvia,0,Ohara,Não tem,Morto,Archaeologist,Não,Não tem recompensa,Sem recompensa
504,Haguar D. Sauro,0,Ohara,Não tem,Morto,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
505,Ramen,0,Pays des fleurs,Não tem,unknown,King,Não,Não tem recompensa,Sem recompensa
506,Chinjao,542000000,Pays des fleurs,Não tem,living,,Não,542 milhão(ões) de berries,Milhões
507,Crocus,0,Cap des Jumeaux,Não tem,living,Lighthouse keeper,Não,Não tem recompensa,Sem recompensa
508,Laboon,0,Cap des Jumeaux,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
509,Miss Monday,0,Île aux cactus,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
510,Mr 9,0,Île aux cactus,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
511,Dorry,0,Little Garden,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
512,Broggy,0,Little Garden,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
513,Dolton,0,Île de Drum,Não tem,living,Sovereign,Não,Não tem recompensa,Sem recompensa
514,Kureha,0,Île de Drum,Não tem,living,Doctor,Não,Não tem recompensa,Sem recompensa
515,Hiluluk,0,Île de Drum,Não tem,Morto,Doctor,Não,Não tem recompensa,Sem recompensa
516,Chess,0,Île de Drum,Não tem,living,Chief of Staff,Não,Não tem recompensa,Sem recompensa
517,Kuromarimo,0,Île de Drum,Não tem,living,Director,Não,Não tem recompensa,Sem recompensa
518,Nefertari Cobra,0,Alabasta,Não tem,living,12th King,Não,Não tem recompensa,Sem recompensa
519,Nefertari Titi,0,Alabasta,Não tem,Morto,Queen,Não,Não tem recompensa,Sem recompensa
520,Nefertari Vivi,0,Alabasta,Não tem,living,Princess,Não,Não tem recompensa,Sem recompensa
521,Igaram,0,Alabasta,Não tem,living,Commander of the Royal Guard,Não,Não tem recompensa,Sem recompensa
522,Chaka,0,Alabasta,"Fruit of the Canidae, Jackal version",living,Deputy Commander of the Royal Guard,Não,Não tem recompensa,Sem recompensa
523,Pell,0,Alabasta,"Fruit du Volatile, Falcon version",living,Deputy Commander of the Royal Guard,Não,Não tem recompensa,Sem recompensa
524,Kaloo,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
525,Longs-Cils,0,Alabasta,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
526,Stomp,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
527,Ivan X,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
528,Cowboy,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
529,Bourdon Jr.,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
530,Kentarôs,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
531,Hikoichi,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
532,Koza,0,Alabasta,Não tem,living,Minister for the Environment,Não,Não tem recompensa,Sem recompensa
533,Toto,0,Alabasta,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
534,Tonjit,0,Long Ring Long Land,Não tem,living,Nomad,Não,Não tem recompensa,Sem recompensa
535,Shelly,0,Long Ring Long Land,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
536,Gedatsu,0,Source de l'insouciance,Não tem,living,Employee,Não,Não tem recompensa,Sem recompensa
537,Icebarg,0,Water Seven,Não tem,living,Galley-La Company (manager),Não,Não tem recompensa,Sem recompensa
538,Pauly,0,Water Seven,Não tem,living,Galley-La Company (vice-manager),Não,Não tem recompensa,Sem recompensa
539,Peeply Lulu,0,Water Seven,Não tem,living,Galley-La Company (head of coaters and blacksmiths),Não,Não tem recompensa,Sem recompensa
540,Tilestone,0,Water Seven,Não tem,living,"Galley-La Company (head of cabinetmakers, sailmakers and sailmakers)",Não,Não tem recompensa,Sem recompensa
541,Zanbai,0,Water Seven,Não tem,living,Galley-La Company (Zanbai syndicate),Não,Não tem recompensa,Sem recompensa
542,Mozu,0,Water Seven,Não tem,living,Bartender,Não,Não tem recompensa,Sem recompensa
543,Kiwi,0,Water Seven,Não tem,living,Bartender,Não,Não tem recompensa,Sem recompensa
544,Tom,0,Water Seven,Não tem,Morto,Tom's Workers (boss),Não,Não tem recompensa,Sem recompensa
545,Kokoro,0,Water Seven,Não tem,living,Shift Station Station Manager,Não,Não tem recompensa,Sem recompensa
546,Chimney,0,Water Seven,Não tem,living,Shift Station Sunday stationmaster,Não,Não tem recompensa,Sem recompensa
547,Gonbei,0,Water Seven,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
548,Yokozuma,0,Water Seven,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
549,Silvers Rayleigh,0,Archipel des Sabaody,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
550,Shakuyaku,0,Archipel des Sabaody,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
551,Disco,0,Archipel des Sabaody,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
552,Duval,0,Archipel des Sabaody,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
553,Héraclès,0,Archipel de Boing,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
554,Loki,0,Erbaf,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
555,Jorl,0,Erbaf,Não tem,Morto,Resident,Não,Não tem recompensa,Sem recompensa
556,Jarl,0,Erbaf,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
557,Oimo,0,Erbaf,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
558,Kaashii,0,Erbaf,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
559,Sukiyaki Kozuki,0,Pays des Wa,Não tem,living,Shogun,Não,Não tem recompensa,Sem recompensa
560,Oden Kozuki,0,Pays des Wa,Não tem,Morto,Lord of Kuri,Não,Não tem recompensa,Sem recompensa
561,Toki Kozuki,0,Pays des Wa,Fruit of Time,Morto,Resident,Não,Não tem recompensa,Sem recompensa
562,Mononosuké Kozuki,0,Pays des Wa, Artificial demon fruit from Vegapunk,living,Shogun,Não,Não tem recompensa,Sem recompensa
563,Hiyori Kozuki,0,Pays des Wa,Não tem,living,Courtesan,Não,Não tem recompensa,Sem recompensa
564,Kinémon,0,Pays des Wa,Fruit of the Garment,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
565,Denjiro,0,Pays des Wa,Não tem,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
