id,name,bounty,crew,fruit,status,job,emperor
347,Barbos Bruneriguez / Barbe Brune,80060000,The crew of Barbe Brune,Não tem,living,Captain,Não
348,Bluejam,14300000,The Bluejam crew,Não tem,Morto,Captain,Não
349,Porchemy,3400000,The Bluejam crew,Não tem,Morto,,Não
350,Demaro Black,26000000,Faux Equipage du Chapeau de Paille,Não tem,living,Captain,Não
351,Manjaro,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não
352,Chocolat,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não
353,Mounblutain,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não
354,Drip,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não
355,Nora Gitsune,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não
356,Cocoa,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não
357,Turco,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não
358,Hody Jones,0,The New Fishmen crew,Não tem,living,Captain,Não
359,Dosun,0,The New Fishmen crew,Não tem,living,Lieutenant,Não
360,Zeo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não
361,Daruma,0,The New Fishmen crew,Não tem,living,Lieutenant,Não
362,Ikaros Much,0,The New Fishmen crew,Não tem,living,Lieutenant,Não
363,Hyozo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não
364,Vander Decken IX,0,The Flying Pirates crew,Não tem,unknown,Captain,Não
365,Don Quijote Doflamingo,340000000,Don Quixote's crew,Fruit du Fil,living,Captain,Não
366,Trébol,99000000,Don Quixote's crew,Poisse-Poisse fruit,living,Lieutenant-Chef,Não
367,Diamante,99000000,Don Quixote's crew,Fruit of the Wind Thief,living,Lieutenant-Chef,Não
368,Pica,99000000,Don Quixote's crew,Fruit de la Caillasse,living,Lieutenant-Chef,Não
369,Vergo,0,Don Quixote's crew,Não tem,Morto,Lieutenant-Chef,Não
370,Sugar,0,Don Quixote's crew,Fruit du Joujou,living,Lieutenant of the Trebol Army,Não
371,Jora,0,Don Quixote's crew,Fruit of Art,living,Lieutenant of the Trebol Army,Não
372,Lao G,61000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não
373,Señor Pink,58000000,Don Quixote's crew,Fruit of the Barbotage,living,Lieutenant of the Army of Diamante,Não
374,Machvise,11000000,Don Quixote's crew,Fruit of the Tonne-Tonne,living,Lieutenant of the Army of Diamante,Não
375,Dellinger,150000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não
376,Gladius,31000000,Don Quixote's crew,Fruit of the Paf-Paf,living,Pica Army Lieutenant,Não
377,Buffallo,0,Don Quixote's crew,Fruit of the whirlwind,living,Pica Army Lieutenant,Não
378,Monet,0,Don Quixote's crew,Fruit du Flocon,Morto,Lieutenant,Não
379,Rocks D. Xebec,0,The Rocks crew,Não tem,unknown,Captain,Não
380,Im Sama,0,Buggy's Delivery,Não tem,living,Manager,Não
381,1er Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não
382,2e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não
383,3e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não
384,4e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não
385,5e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não
386,Roswald,0,Dragon Célestes,Não tem,living,,Não
387,Charloss,0,Dragon Célestes,Não tem,living,,Não
388,Sharlia,0,Dragon Célestes,Não tem,living,,Não
389,Don Quijote Myosgard,0,Dragon Célestes,Não tem,Morto,,Não
390,Jalmack,0,Dragon Célestes,Não tem,living,,Não
391,Guernica,0,Cipher Pol,Não tem,unknown,,Não
392,Rob Lucci,0,Cipher Pol,Fruit of the Pachyderm,living,,Não
393,Hittori,0,Cipher Pol,Não tem,living,,Não
394,Spandam,0,Cipher Pol,Não tem,living,,Não
395,Funckfreed,0,Cipher Pol,Fruit of the Pachyderm,living,,Não
396,Kaku,0,Cipher Pol,"Fruit du Bovin, Giraffe version",living,,Não
397,Stussy,0,Cipher Pol,Não tem,living,,Não
398,Maha,0,Cipher Pol,Não tem,living,,Não
399,Jerry,0,Cipher Pol,Não tem,living,,Não
400,Wanzé,0,Cipher Pol,Não tem,living,,Não
401,Bas,0,Enies Lobby,Não tem,living,,Não
402,And,0,Enies Lobby,Não tem,living,,Não
403,Kerville,0,Enies Lobby,Não tem,living,,Não
404,Hannyabal,0,Impel Down,Não tem,living,director,Não
405,Magellan,0,Impel Down,Poison Fruit,living,vice-president,Não
406,Domino,0,Impel Down,Não tem,living,Head guard,Não
407,Saldeath,0,Impel Down,Não tem,living,Chief of guards,Não
408,Sadi,0,Impel Down,Não tem,living,Chief of the demonic guard,Não
409,Minotaure,0,Impel Down,Não tem,living,Bestial Guard,Não
410,Minokoala,0,Impel Down,Não tem,living,Bestial Guard,Não
411,Minorhinocéros,0,Impel Down,Não tem,living,Bestial Guard,Não
412,Minozèbre,0,Impel Down,Não tem,living,Bestial Guard,Não
413,Minochihuabua,0,Impel Down,Não tem,living,Bestial Guard,Não
414,Sakazuki / Akainu,0,Marine,Magma Fruit,living,Chief Admiral,Não
415,Borsalino / Kizaru,0,Marine,Luminescent Fruit,living,Admiral,Não
416,Issho / Fujitora,0,Marine,Fruit of Gravity,living,Admiral,Não
417,Aramaki / Ryokugyu,0,Marine,Não tem,living,Admiral,Não
418,Monkey D. Garp,0,Marine,Não tem,living,Vice-Admiral,Não
419,Tsuru,0,Marine,Fruit of the Laundry,living,Vice-Admiral,Não
420,John Giant,0,Marine,Não tem,living,Vice-Admiral,Não
421,Comir,0,Marine,Não tem,living,Vice-Admiral,Não
422,Momonga,0,Marine,Não tem,living,Vice-Admiral,Não
423,Onigumo,0,Marine,Não tem,living,Vice-Admiral,Não
424,Doberman,0,Marine,Não tem,living,Vice-Admiral,Não
425,Strawberry,0,Marine,Não tem,living,Vice-Admiral,Não
426,Yamakaji,0,Marine,Não tem,living,Vice-Admiral,Não
427,Dalmatien,0,Marine,Não tem,living,Vice-Admiral,Não
428,Bastille,0,Marine,Não tem,living,Vice-Admiral,Não
429,Smoker,0,Marine,Fruit Smoke,living,Vice-Admiral,Não
430,Maynard,0,Marine,Não tem,living,Vice-Admiral,Não
431,Tokikake,0,Marine,Não tem,living,Vice-Admiral,Não
432,Hina,0,Marine,Fruit du Séquestre,living,Sub-Admiral,Não
433,T. Bone,0,Marine,Não tem,living,Sub-Admiral,Não
434,Pudding,0,Marine,Não tem,Morto,Rear Admiral,Não
435,Jenfétro,0,Marine,Não tem,living,Rear Admiral,Não
436,Brandnew,0,Marine,Não tem,living,Rear Admiral,Não
437,Verygood,0,Marine,Berry Fruit,living,Colonel,Não
438,Shu,0,Marine,Rust fruit,living,Colonel,Não
439,Sharinguru,0,Marine,Fruit of the Wheels,living,Colonel,Não
440,Tashigi,0,Marine,Não tem,living,Colonel,Não
441,Kobby,0,Marine,Não tem,living,Colonel,Não
442,Nezumi,0,Marine,Não tem,living,Colonel,Não
443,Don Quijote Rosinante,0,Marine,Sourdine fruit,Morto,Lieutenant-Colonel,Não
444,Hermep,0,Marine,Não tem,living,Lieutenant,Não
445,Fullbody,0,Marine,Não tem,living,Lieutenant,Não
446,Jango,0,Marine,Não tem,living,Lieutenant,Não
447,Sengoku,0,Marine,"Fruit of the Human, Buddha version",living,Observer,Não
448,Sentomaru,0,Marine,Não tem,living,Captain of the Scientific Brigade,Não
449,X-Drake,0,Marine,"Fruit of the Dinosaur, Allosaurus version",living,Captain of the Sword,Não
450,Kaiser Moustache,0,Marine,Não tem,living,Vice-Admiral,Não
451,Cancer,0,Marine,Não tem,living,Vice-Admiral,Não
452,Mozambia,0,Marine,Não tem,living,Vice-Admiral,Não
453,Lacroix,0,Marine,Não tem,living,Vice-Admiral,Não
454,Ronz,0,Marine,Não tem,living,Vice-Admiral,Não
455,Dohn Deynon,0,Marine,Não tem,living,Vice-Admiral,Não
456,Draw,0,Marine,Não tem,living,Vice-Admiral,Não
457,Sicily,0,Marine,Não tem,living,Sub-Admiral,Não
458,Akehende,0,Marine,Não tem,living,Sub-Admiral,Não
459,Catacombo,0,Marine,Não tem,living,Sub-Admiral,Não
460,Kadar,0,Marine,Não tem,living,Sub-Admiral,Não
461,Daigin,0,Marine,Não tem,living,Rear Admiral,Não
462,Gorilla,0,Marine,Não tem,living,Colonel,Não
463,Stelly,0,Royaume de Goa,Não tem,living,Sovereign,Não
464,Sally Entoilette,0,Royaume de Goa,Não tem,living,Queen,Não
465,Outlook III,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não
466,Didit,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não
467,Makino,0,Royaume de Goa,Não tem,living,Bar owner,Não
468,Woop Slap,0,Royaume de Goa,Não tem,living,Mayor of the village of Fuchsia,Não
469,Curly Dadan,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não
470,Dogra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não
471,Magra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não
472,Higuma,0,Royaume de Goa,Não tem,Morto,Resident,Não
473,Kozaburo Shimotsuki,0,Village de Shimotsuki,Não tem,Morto,Resident,Não
474,Koshiro,0,Village de Shimotsuki,Não tem,living,Dojo Master,Não
475,Kuina,0,Village de Shimotsuki,Não tem,Morto,Resident,Não
476,Boodle,0,Archipel des Argao,Não tem,living,Mayor of the village of Orange,Não
477,Chouchou,0,Archipel des Argao,Não tem,living,Store owner,Não
478,Gaimone,0,Île des animaux étranges,Não tem,living,Guard,Não
479,Sarfunkel,0,Île des animaux étranges,Não tem,living,Resident,Não
480,Kaya,0,Archipel des Gecko,Não tem,living,Medical student,Não
481,Merry,0,Archipel des Gecko,Não tem,living,Butler,Não
482,Oignon,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não
483,Piment,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não
484,Carotte,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não
485,Banchina,0,Archipel des Gecko,Não tem,Morto,Resident of vilalge de Sirop,Não
486,Zeff,0,Baratie,Não tem,living,Owner and Chef,Não
487,Patty,0,Baratie,Não tem,living,Pastry chef,Não
488,Canne,0,Baratie,Não tem,living,Meat cook,Não
489,Belmer,0,Archipel Conomi,Não tem,Morto,Tangerine grower,Não
490,Nojiko,0,Archipel Conomi,Não tem,living,Tangerine grower,Não
491,Genzo,0,Archipel Conomi,Não tem,living,Sheriff,Não
492,Nako,0,Archipel Conomi,Não tem,living,Doctor,Não
493,Chabo,0,Archipel Conomi,Não tem,living,Tangerine grower,Não
494,Johny,0,Archipel Conomi,Não tem,living,Fisherman,Não
495,Yosaku,0,Archipel Conomi,Não tem,living,Fisherman,Não
496,Ipponmatsu,0,Loguetown,Não tem,living,Armurier,Não
497,Montblanc Norland,0,Royaume de Lvneel,Não tem,Morto,Explorer,Não
498,Don Quijote Homing,0,Dragon Célestes,Não tem,Morto,,Não
499,Portgas D. Rouge,0,Baterilla,Não tem,Morto,,Não
500,Wapol,0,Royaume maléfique de Black Drum,Fruit of the Glutton,living,King,Não
501,Kinderella,0,Royaume maléfique de Black Drum,Não tem,living,Queen,Não
502,Clover,0,Ohara,Não tem,Morto,Library Manager,Não
503,Nico Olvia,0,Ohara,Não tem,Morto,Archaeologist,Não
504,Haguar D. Sauro,0,Ohara,Não tem,Morto,Vice-Admiral,Não
505,Ramen,0,Pays des fleurs,Não tem,unknown,King,Não
506,Chinjao,542000000,Pays des fleurs,Não tem,living,,Não
507,Crocus,0,Cap des Jumeaux,Não tem,living,Lighthouse keeper,Não
508,Laboon,0,Cap des Jumeaux,Não tem,living,Resident,Não
509,Miss Monday,0,Île aux cactus,Não tem,living,Resident,Não
510,Mr 9,0,Île aux cactus,Não tem,living,Resident,Não
511,Dorry,0,Little Garden,Não tem,living,Resident,Não
512,Broggy,0,Little Garden,Não tem,living,Resident,Não
513,Dolton,0,Île de Drum,Não tem,living,Sovereign,Não
514,Kureha,0,Île de Drum,Não tem,living,Doctor,Não
515,Hiluluk,0,Île de Drum,Não tem,Morto,Doctor,Não
516,Chess,0,Île de Drum,Não tem,living,Chief of Staff,Não
517,Kuromarimo,0,Île de Drum,Não tem,living,Director,Não
518,Nefertari Cobra,0,Alabasta,Não tem,living,12th King,Não
519,Nefertari Titi,0,Alabasta,Não tem,Morto,Queen,Não
520,Nefertari Vivi,0,Alabasta,Não tem,living,Princess,Não
521,Igaram,0,Alabasta,Não tem,living,Commander of the Royal Guard,Não
522,Chaka,0,Alabasta,"Fruit of the Canidae, Jackal version",living,Deputy Commander of the Royal Guard,Não
523,Pell,0,Alabasta,"Fruit du Volatile, Falcon version",living,Deputy Commander of the Royal Guard,Não
524,Kaloo,0,Alabasta,Não tem,living,Super Duck Squadron,Não
525,Longs-Cils,0,Alabasta,Não tem,living,Resident,Não
526,Stomp,0,Alabasta,Não tem,living,Super Duck Squadron,Não
527,Ivan X,0,Alabasta,Não tem,living,Super Duck Squadron,Não
528,Cowboy,0,Alabasta,Não tem,living,Super Duck Squadron,Não
529,Bourdon Jr.,0,Alabasta,Não tem,living,Super Duck Squadron,Não
530,Kentarôs,0,Alabasta,Não tem,living,Super Duck Squadron,Não
531,Hikoichi,0,Alabasta,Não tem,living,Super Duck Squadron,Não
532,Koza,0,Alabasta,Não tem,living,Minister for the Environment,Não
533,Toto,0,Alabasta,Não tem,living,Resident,Não
534,Tonjit,0,Long Ring Long Land,Não tem,living,Nomad,Não
535,Shelly,0,Long Ring Long Land,Não tem,living,Resident,Não
536,Gedatsu,0,Source de l'insouciance,Não tem,living,Employee,Não
537,Icebarg,0,Water Seven,Não tem,living,Galley-La Company (manager),Não
538,Pauly,0,Water Seven,Não tem,living,Galley-La Company (vice-manager),Não
539,Peeply Lulu,0,Water Seven,Não tem,living,Galley-La Company (head of coaters and blacksmiths),Não
540,Tilestone,0,Water Seven,Não tem,living,"Galley-La Company (head of cabinetmakers, sailmakers and sailmakers)",Não
541,Zanbai,0,Water Seven,Não tem,living,Galley-La Company (Zanbai syndicate),Não
542,Mozu,0,Water Seven,Não tem,living,Bartender,Não
543,Kiwi,0,Water Seven,Não tem,living,Bartender,Não
544,Tom,0,Water Seven,Não tem,Morto,Tom's Workers (boss),Não
545,Kokoro,0,Water Seven,Não tem,living,Shift Station Station Manager,Não
546,Chimney,0,Water Seven,Não tem,living,Shift Station Sunday stationmaster,Não
547,Gonbei,0,Water Seven,Não tem,living,Resident,Não
548,Yokozuma,0,Water Seven,Não tem,living,Resident,Não
549,Silvers Rayleigh,0,Archipel des Sabaody,Não tem,living,Resident,Não
550,Shakuyaku,0,Archipel des Sabaody,Não tem,living,Resident,Não
551,Disco,0,Archipel des Sabaody,Não tem,living,Resident,Não
552,Duval,0,Archipel des Sabaody,Não tem,living,Resident,Não
553,Héraclès,0,Archipel de Boing,Não tem,living,Resident,Não
554,Loki,0,Erbaf,Não tem,living,Prince,Não
555,Jorl,0,Erbaf,Não tem,Morto,Resident,Não
556,Jarl,0,Erbaf,Não tem,living,Resident,Não
557,Oimo,0,Erbaf,Não tem,living,Resident,Não
558,Kaashii,0,Erbaf,Não tem,living,Resident,Não
559,Sukiyaki Kozuki,0,Pays des Wa,Não tem,living,Shogun,Não
560,Oden Kozuki,0,Pays des Wa,Não tem,Morto,Lord of Kuri,Não
561,Toki Kozuki,0,Pays des Wa,Fruit of Time,Morto,Resident,Não
562,Mononosuké Kozuki,0,Pays des Wa, Artificial demon fruit from Vegapunk,living,Shogun,Não
563,Hiyori Kozuki,0,Pays des Wa,Não tem,living,Courtesan,Não
564,Kinémon,0,Pays des Wa,Fruit of the Garment,living,Red sheaths,Não
565,Denjiro,0,Pays des Wa,Não tem,living,Red sheaths,Não
566,Izo,510000000,Pays des Wa,Não tem,Morto,Red sheaths,Não
567,Kikunojo,0,Pays des Wa,Não tem,living,Red sheaths,Não
568,Raizo,0,Pays des Wa,Não tem,living,Red sheaths,Não
569,Ashura Doji,0,Pays des Wa,Não tem,Morto,Red sheaths,Não
570,Kawamatsu,0,Pays des Wa,Não tem,living,Red sheaths,Não
571,Shinobu,0,Pays des Wa,Fruit of Maturation,living,Red sheaths,Não
572,Orochi Kurozumi,0,Pays des Wa,"Fruit of the Reptile, eight-headed dragon version",Morto,Shogun,Não
573,Kanjuro Kurozumi,0,Pays des Wa,Fruit of the Brush,living,Red sheaths,Não
574,Semimaru Kurozumi,0,Pays des Wa,Fruit of the Barrier,Morto,Kurozumo clan,Não
575,Higurashi Kurozumi,0,Pays des Wa,Travesti-Fruit,Morto,Kurozumo clan,Não
576,Ryuma Shimotsuki,0,Pays des Wa,Não tem,Morto,Shimotsuki clan,Não
577,Yasui Shimotsuki,0,Pays des Wa,Não tem,Morto,Shimotsuki clan,Não
578,Toko,0,Pays des Wa,Não tem,Morto,Shimotsuki clan,Não
579,Onimaru,0,Pays des Wa,"Fruit of the Human, Onyudo version",living,Resident,Não
580,Hyogoro,0,Pays des Wa,Não tem,living,head of a yakuza clan in the capital of flowers,Não
581,Omasa,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Udon region,Não
582,Tsunagoro,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Hakumai region,Não
583,Cho,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Ringo region,Não
584,Yatappé,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Kibi region,Não
585,Tama,0,Pays des Wa,Millet fruit,living,Resident,Não
586,Tsurujo,0,Pays des Wa,Não tem,living,Resident,Não
587,Komachiyo,0,Pays des Wa,Não tem,living,Resident,Não
588,Baboumaru,0,Pays des Wa,Não tem,living,Resident,Não
589,Bunbuku,0,Pays des Wa,"Canid Fruit, Tanuki version",living,Resident,Não
590,Yamato,0,Pays des Wa,"Fruit of the Canid, Divine Wolf version",living,Resident,Não
591,Rock,20000000,Punk Hazard,Não tem,living,Yeti Cool Brothers,Não
592,Scotch,20000000,Punk Hazard,Não tem,living,Yeti Cool Brothers,Não
593,Smiley,0,Punk Hazard,"Fruit of the Salamander, Axolotl version",Morto,Resident,Não
594,Riku Dold III,0,Dressrosa,Não tem,living,King,Não
595,Scarlett,0,Dressrosa,Não tem,Morto,Princess,Não
596,Kyros,0,Dressrosa,Não tem,living,Commander-in-Chief,Não
597,Viola,0,Dressrosa,Fruit of the Eye,living,Princess,Não
598,Rebecca,0,Dressrosa,Não tem,living,Next,Não
599,Gatz,0,Dressrosa,Não tem,living,Resident,Não
600,Tank Lepanto,0,Dressrosa,Não tem,living,Resident,Não
601,Guncho,0,Green Bit,Não tem,living,King,Não
602,Manshelly,0,Green Bit,Fruit of Healing,living,Princess,Não
603,Zunesh,0,Zo,Não tem,living,,Não
604,Bêgis Khan,0,Zo,Não tem,living,Lord,Não
605,Caborage,0,Zo,Não tem,living,Day Lord / Red Sheaths,Não
606,Chavipère,0,Zo,Não tem,living,Seigneur Nocture / Fourreaux Rouges,Não
607,Sicilion,0,Zo,Não tem,living,Captain of the Musketeers unit,Não
608,Cancelot,0,Zo,Não tem,living,Musketeer unit,Não
609,Giovanni,0,Zo,Não tem,living,Musketeer unit,Não
610,Wanda,0,Zo,Não tem,living,Musketeer unit,Não
611,Carrot,0,Zo,Não tem,living,Musketeer unit,Não
612,Pedro,0,Zo,Não tem,Morto,Musketeer unit,Não
613,Elizabello II,0,Royaume de Prodence,Não tem,living,Sovereign,Não
614,Dagama,0,Royaume de Prodence,Não tem,living,Strategist,Não
615,Kelly Funk,57000000,Royaume de Mogalo,Fruit de la Pelisse,living,Assassin,Não
616,Bobby Funk,36000000,Royaume de Mogalo,Não tem,living,Assassin,Não
617,Judge Vinsmoke,0,Royaume de Germa,Não tem,living,Sovereign,Não
618,Sora Vinsmoke,0,Royaume de Germa,Não tem,Morto,Queen,Não
619,Reiju Vinsmoke,0,Royaume de Germa,Não tem,living,Princess,Não
620,Ichiji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não
621,Niji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não
622,Yonji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não
623,Marco,1374000000,Sphinx,Phoenix Fruit,living,Sphinx (doctor) / Command 1st Whitebeard Fleet,Não
624,Gan Forr,0,Skypiea,Não tem,living,God,Não
625,Pierre,0,Skypiea,Horse Fruit,living,Resident,Não
626,Conis,0,Skypiea,Não tem,living,Resident,Não
627,Pagaya,0,Skypiea,Não tem,living,Resident,Não
628,Amazon,0,Skypiea,Não tem,living,Resident,Não
629,Chef Shandia,0,Skypiea,Não tem,living,Resident / Shandia tribe (chief),Não
630,Wiper,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não
631,Kamakiri,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não
632,Braham,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não
633,Genbo,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não
634,Laki,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não
635,Aisa,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não
636,Nora,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não
637,Calgara,0,Skypiea,Não tem,Morto,Shandia tribe,Não
638,Om,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Iron ordalia),Não
639,Satori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Balloon Ordinary),Não
640,Shura,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the ordination of sons),Não
641,Yama,0,Skypiea,Não tem,living,Skypiea (exile) / Clan Ener (captain of the sacred guard),Não
642,Hotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não
643,Kotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não
644,Haredas,0,Weatheria,Não tem,living,Resident,Não
645,Neptune,0,Île des hommes-poissons,Não tem,living,Monarch,Não
646,Otohime,0,Île des hommes-poissons,Não tem,Morto,Queen,Não
647,Fukaboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não
648,Ryuboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não
649,Mamboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não
650,Shirahoshi,0,Île des hommes-poissons,Não tem,living,Princess,Não
651,Hoé,0,Île des hommes-poissons,Não tem,living,Resident,Não
652,Mégalo,0,Île des hommes-poissons,Não tem,living,Resident,Não
